timestamp,event_type,slot,gate,duration_seconds,fee,message
2026-03-17 17:52:31,parking_full,,,,,Parking full. Vehicle waiting at entry (2.66 cm). Available slots: 0
2026-03-17 17:52:31,heartbeat,,,,,Heartbeat
2026-03-17 17:52:36,entry_clear,,,,,Entry area clear
2026-03-17 17:52:37,vehicle_at_entry,,,,,Vehicle detected at entry (2.68 cm)
2026-03-17 17:52:37,parking_full,,,,,Parking full. Vehicle waiting at entry (2.68 cm). Available slots: 0
2026-03-17 17:52:41,heartbeat,,,,,Heartbeat
2026-03-17 17:52:43,entry_clear,,,,,Entry area clear
2026-03-17 17:52:51,heartbeat,,,,,Heartbeat
2026-03-17 17:53:02,heartbeat,,,,,Heartbeat
2026-03-17 17:53:10,parking_finished,slot1,,70,7000,slot1 freed | Duration: 70s | Fee: 7000 Riel
2026-03-17 17:53:11,parking_finished,slot4,,46,4000,slot4 freed | Duration: 46s | Fee: 4000 Riel
2026-03-17 17:53:12,heartbeat,,,,,Heartbeat
2026-03-17 17:53:13,parking_finished,slot3,,57,5000,slot3 freed | Duration: 57s | Fee: 5000 Riel
2026-03-17 17:53:14,parking_started,slot1,,,,slot1 occupied
2026-03-17 17:53:17,parking_started,slot4,,,,slot4 occupied
2026-03-17 17:53:20,parking_started,slot3,,,,slot3 occupied
2026-03-17 17:53:22,heartbeat,,,,,Heartbeat
2026-03-17 17:53:32,heartbeat,,,,,Heartbeat
2026-03-17 17:53:42,heartbeat,,,,,Heartbeat
2026-03-17 17:53:52,heartbeat,,,,,Heartbeat
2026-03-17 17:54:03,heartbeat,,,,,Heartbeat
2026-03-17 17:54:13,heartbeat,,,,,Heartbeat
2026-03-17 17:54:23,heartbeat,,,,,Heartbeat
2026-03-17 17:54:33,heartbeat,,,,,Heartbeat
2026-03-17 17:54:38,vehicle_at_entry,,,,,Vehicle detected at entry (2.66 cm)
2026-03-17 17:54:38,parking_full,,,,,Parking full. Vehicle waiting at entry (2.66 cm). Available slots: 0
2026-03-17 17:54:43,heartbeat,,,,,Heartbeat
2026-03-17 17:54:45,entry_clear,,,,,Entry area clear
2026-03-17 17:54:53,heartbeat,,,,,Heartbeat
2026-03-17 17:55:04,heartbeat,,,,,Heartbeat
2026-03-17 17:55:14,heartbeat,,,,,Heartbeat
2026-03-17 17:55:24,heartbeat,,,,,Heartbeat
2026-03-17 17:55:34,heartbeat,,,,,Heartbeat
2026-03-17 17:55:44,heartbeat,,,,,Heartbeat
2026-03-17 17:55:54,heartbeat,,,,,Heartbeat
2026-03-17 17:56:05,heartbeat,,,,,Heartbeat
2026-03-17 17:56:15,heartbeat,,,,,Heartbeat
2026-03-17 17:56:25,heartbeat,,,,,Heartbeat
2026-03-17 17:56:35,heartbeat,,,,,Heartbeat
2026-03-17 17:56:43,entry_gate_opened,,entry,,,Entry gate open
2026-03-17 17:56:45,heartbeat,,,,,Heartbeat
2026-03-17 17:56:46,entry_gate_closed,,entry,,,Entry gate closed
2026-03-17 17:56:49,exit_gate_opened,,exit,,,Exit gate open
2026-03-17 17:56:52,exit_gate_closed,,exit,,,Exit gate closed
2026-03-17 17:56:55,led_changed,,,,,LED turned on
2026-03-17 17:56:55,heartbeat,,,,,Heartbeat
2026-03-17 17:57:00,led_changed,,,,,LED turned on
2026-03-17 17:57:01,led_changed,,,,,LED turned off
2026-03-17 17:57:06,heartbeat,,,,,Heartbeat
2026-03-17 17:57:16,heartbeat,,,,,Heartbeat
2026-03-17 17:57:26,heartbeat,,,,,Heartbeat
2026-03-17 17:57:36,heartbeat,,,,,Heartbeat
2026-03-17 17:57:46,heartbeat,,,,,Heartbeat
2026-03-17 17:57:57,heartbeat,,,,,Heartbeat
2026-03-17 17:58:07,heartbeat,,,,,Heartbeat
2026-03-17 17:58:17,heartbeat,,,,,Heartbeat
2026-03-17 17:58:27,heartbeat,,,,,Heartbeat
2026-03-17 17:58:37,heartbeat,,,,,Heartbeat
2026-03-17 17:58:47,heartbeat,,,,,Heartbeat
2026-03-17 17:58:58,heartbeat,,,,,Heartbeat
2026-03-17 17:59:00,entry_gate_opened,,entry,,,Entry gate open
